Beginning of Training Log File
loss: 18.363173  [2432128/6824256]  time: 68.37218618392944
loss: 13.787206  [2560128/6824256]  time: 68.37251091003418
loss: 12.199223  [2688128/6824256]  time: 68.34992003440857
loss: 14.101828  [2816128/6824256]  time: 68.44093108177185
loss: 18.496267  [2944128/6824256]  time: 68.51333785057068
loss: 16.907867  [3072128/6824256]  time: 68.55766677856445
loss: 19.759138  [3200128/6824256]  time: 68.43785500526428
loss: 20.533115  [3328128/6824256]  time: 68.35525798797607
loss: 15.687804  [3456128/6824256]  time: 68.44811630249023
loss: 15.696920  [3584128/6824256]  time: 68.4279899597168
loss: 19.975067  [3712128/6824256]  time: 68.3761727809906
loss: 13.987254  [3840128/6824256]  time: 68.37328505516052
loss: 16.471251  [3968128/6824256]  time: 68.41550898551941
loss: 22.027422  [4096128/6824256]  time: 68.39057087898254
loss: 14.148268  [4224128/6824256]  time: 68.39424896240234
loss: 19.874729  [4352128/6824256]  time: 68.4181981086731
loss: 18.608410  [4480128/6824256]  time: 68.40067720413208
loss: 18.476889  [4608128/6824256]  time: 68.44522285461426
loss: 16.634403  [4736128/6824256]  time: 68.44026803970337
loss: 16.915569  [4864128/6824256]  time: 68.4125771522522
loss: 17.619591  [4992128/6824256]  time: 68.42421674728394
loss: 14.286501  [5120128/6824256]  time: 68.35305619239807
loss: 15.962405  [5248128/6824256]  time: 68.39320492744446
loss: 17.365482  [5376128/6824256]  time: 68.37249207496643
loss: 23.663906  [5504128/6824256]  time: 68.43297266960144
loss: 23.144350  [5632128/6824256]  time: 68.38525700569153
loss: 14.617847  [5760128/6824256]  time: 68.35954308509827
loss: 20.646959  [5888128/6824256]  time: 68.3715558052063
loss: 17.676929  [6016128/6824256]  time: 68.36567902565002
loss: 20.626141  [6144128/6824256]  time: 68.37032389640808
loss: 14.636262  [6272128/6824256]  time: 68.50034427642822
loss: 11.838764  [6400128/6824256]  time: 68.54112482070923
loss: 16.812241  [6528128/6824256]  time: 68.59287929534912
